47779,66802,17415,16268,44143,2767,46470,44179,57464,20432,9347,19669,19890,82457,5588,13111,26608,51340,46259,34697,22475,33558,711,60090,63546,50417,6701,63091,8696,46503,28518,23812,19702,50022,42553,48192,63636,19522,27002,7942,10814,44965,37467,11061,22458,23765,48145,42101,40540,19280,66363,33692,28396,47853,34362,25991,28376,47276,15779,33721,245,36141,15056,16742,21079,64078,19780,26318,28499,14801,68576,14841,22177,15467,21595,37667,53525,35981,47749,31060,48603,61443,38433,6737,42294,45400,65207,18151,30285,4016,15974,30663,13691,62220,29735,51403,42792,15582,7814,7441,66976,51263,35360,22116,65769,34340,56514,55027,52787,14786,31492,30368,41726,24554,82935,29255,29393,29270,39901,35310,40447,43399,38983,58404,33650,17313,25081,42574,77599,59004,24279,9913,46895,41206,31101,68620,57008,22383,45582,13446,55092,18602,53067,11905,81574,7607,34627,38165,40794,24843,42859,24802,61941,22347,25155,31456,68529,46652,61669,6476,40788,14205,54444,43065,67056,45779,37519,25344,33094,57704,63814,23839,38564,23890,22262,47586,50291,4944,82317,55292,31762,61308,29392,60474,6376,10853,40384,17451,6856,59446,52059,46409,51586,63134,66111,28806,26417,73288,9737,53844,48005,25908,18875,40273,57669,70234,49178,27836,72647,81237,8777,70094,44990,28137,31744,18930,29179,20255,28483,12853,66830,41445,55283,8046,40206,39027,32687,19685,29180,48543,47518,15703,32937,16386,65936,37601,28585,53616,63404,60784,17627,15823,36431,50007,42358,52830,8341,10483,33124,8818,66058,7729,49251,7854,51815,38123,47827,38114,34309,16086,26559,20032,46212,65718,37839,49709,37278,58309,21976,56918,13062,20378,19243,62726,6227,11608,64146,26303,42953,68892,14073,19998,39106,52287,39984,24335,28230,54543,38779,11333,14968,29697,16123,47265,19853,8020,9675,62702,13639,34550,63948,40938,11918,24410,21553,50353,7042,71804,34373,68292,44856,53656,793,56749,60999,45304,31814,20627,9541,13174,24640,57482,35695,19827,48504,88536,16867,14129,18251,60388,44650,51970,9089,50804,14096,21513,54760,74397,7996,79303,29989,49908,73464,12604,50393,47185,69555,27299,59735,22810,27756,36839,34003,41299,58526,69882,14422,36870,13216,68226,13261,26542,59333,6958,8402,13406,25118,60245,25435,53006,46415,62995,21698,61613,65172,21459,15451,62284,25541,61134,2185,69731,41481,2162,42500,37905,14717,46167,49469,24739,65847,53230,23857,61499,31657,46771,38895,356,31260,48499,71108,33130,39958,46051,43489,31848,8908,15780,20522,35231,27954,15308,43965,28924,72480,30494,30962,2411,36088,73562,29506,23521,57316,20587,3836,55869,22530,33267,45534,8641,13928,66378,22010,15535,49931,10933,40025,40739,44360,18769,55915,77989,15587,4075,27182,19094,38382,7741,13867,41851,24689,8446,21394,61545,66624,43207,13333,28219,45905,62477,26899,62871,33066,39295,7337,16048,16713,36257,34775,30669,36105,19912,49378,47024,51040,78193,36480,39586,43694,12173,39967,14050,60539,18494,50180,45939,40564,50948,46144,64324,60376,25762,16349,12537,9451,45653,17242,53676,7579,44292
5,7,7,9,3,0,6,5,9,7,7,9,4,9,7,4,4,4,4,4,4,4,4,4,7,4,4,7,4,6,7,7,7,7,9,9,4,4,4,4,4,9,4,4,7,4,4,7,7,9,7,7,9,4,4,7,7,7,4,7,0,7,4,4,7,4,7,7,4,7,7,4,7,7,7,4,9,4,9,4,4,4,9,0,0,7,0,4,0,7,4,4,0,4,4,4,4,9,1,4,0,7,7,4,4,4,4,7,7,9,0,9,4,4,3,7,7,4,4,4,0,4,4,4,7,4,4,9,5,7,4,7,9,9,4,4,5,4,7,7,4,9,9,9,0,7,4,7,7,4,4,4,4,7,4,4,4,4,4,4,4,7,5,9,4,7,4,9,7,7,6,9,7,7,9,4,4,9,0,4,7,4,7,4,7,0,4,4,4,7,4,4,4,8,4,4,4,4,0,7,7,4,4,0,7,4,4,9,2,7,4,4,9,9,2,4,4,7,4,4,4,4,9,0,7,4,4,9,4,4,4,4,4,9,4,5,9,7,9,4,4,4,0,7,4,7,9,9,4,7,9,4,7,4,7,7,7,7,7,7,9,4,4,7,7,9,5,9,0,7,4,4,9,4,4,0,4,4,4,4,4,0,4,4,7,9,9,4,4,4,0,4,4,7,4,7,4,4,7,4,7,4,4,7,9,9,9,0,9,5,4,7,4,4,4,4,4,0,4,4,7,4,4,9,4,7,4,4,4,4,4,7,4,4,4,7,7,9,4,4,4,4,8,4,4,7,9,4,4,8,7,7,7,7,4,4,4,7,4,0,7,4,1,7,4,9,9,9,0,4,0,5,7,9,4,9,4,0,0,0,3,4,4,7,5,0,7,7,7,9,4,7,7,4,9,4,0,9,4,0,5,7,9,9,4,7,4,9,9,0,4,4,0,0,2,0,9,1,9,4,4,9,7,9,9,4,4,4,0,7,7,0,9,7,4,3,4,7,4,7,1,9,0,7,4,4,0,9,7,4,0,7,4,7,4,9,0,9,9,7,9,0,0,4,5,4,7,0,9,0,9,9,4,0,9,7,4,4,9,4,4,9,4,4,7,9,0,9,4,0,9,0,4,4,4,7,4,4,4,4
4,4,7,0,0,4,4,7,9,7,9,9,9,9,2,7,7,4,7,4,7,7,7,6,7,9,9,4,4,4,7,7,9,5,0,9,4,7,6,7,4,9,4,7,4,9,4,7,2,0,7,7,9,4,7,7,4,8,4,7,3,7,7,7,2,4,9,7,7,7,9,0,7,9,9,7,6,7,9,7,7,7,9,0,9,7,0,7,0,7,9,7,0,9,4,4,7,9,4,7,0,7,0,7,7,4,7,7,7,4,0,0,9,7,0,0,0,9,4,4,7,7,7,4,7,1,4,9,4,7,4,8,9,9,7,7,4,7,7,4,5,0,9,9,0,7,7,4,7,4,7,7,7,9,7,7,4,4,4,4,4,7,4,9,4,5,7,9,7,7,4,9,9,7,0,4,7,4,0,7,7,7,7,1,4,9,7,7,7,7,9,4,7,7,9,5,4,4,9,7,7,7,7,0,7,9,4,9,7,7,7,4,9,0,7,9,4,0,4,7,4,9,6,4,7,5,4,0,4,7,7,9,9,9,4,5,0,7,9,7,4,7,0,7,4,5,0,9,4,5,0,0,7,7,4,0,7,4,8,4,0,9,4,7,9,7,5,9,9,5,4,7,9,4,7,0,4,9,4,4,7,9,4,4,0,3,9,4,9,4,0,4,4,7,0,7,7,4,4,9,7,4,1,7,0,9,0,0,9,4,4,7,4,4,7,4,0,7,7,7,7,7,4,7,4,4,7,4,4,4,0,7,0,4,4,0,7,9,7,4,4,7,9,4,4,7,9,0,7,9,5,7,0,7,4,5,4,7,4,0,5,7,0,0,0,0,0,0,9,4,7,4,7,9,1,0,4,0,9,0,0,4,4,7,7,7,4,7,7,9,7,4,0,4,9,4,0,0,4,4,4,7,9,4,5,7,7,9,0,0,5,5,9,0,7,2,9,4,3,4,4,9,7,7,9,7,0,4,9,0,2,0,9,7,4,0,0,0,7,4,4,0,9,4,7,4,0,4,7,4,0,9,4,7,4,9,0,9,9,7,9,0,0,7,7,4,0,0,7,0,9,3,0,9,9,9,7,7,9,4,4,9,7,4,0,4,0,9,4,9,0,3,4,7,4,7,4,4,9,4
5,4,4,9,3,1,6,5,6,4,9,9,9,4,0,7,7,7,7,7,7,7,7,9,4,9,9,7,0,6,7,8,9,4,3,3,7,5,9,7,7,9,7,7,4,9,5,9,2,3,9,2,7,6,7,4,4,9,5,9,0,5,7,7,0,7,9,0,7,4,9,0,4,9,9,7,6,7,0,7,7,7,9,0,0,4,0,7,9,7,9,7,0,9,0,7,7,6,0,7,0,7,2,7,7,0,7,4,0,4,1,0,9,7,9,2,0,9,7,9,7,7,7,9,0,0,7,9,4,4,9,9,0,7,7,7,7,7,9,4,7,3,3,0,0,7,7,4,7,9,7,7,7,9,7,7,7,0,9,9,9,9,5,9,7,4,7,0,2,0,9,0,9,5,9,0,7,4,4,7,0,7,8,0,4,9,7,7,7,7,9,4,7,9,9,7,9,4,9,9,7,7,4,4,5,9,4,4,0,4,7,9,0,3,7,9,0,2,4,7,7,9,4,1,4,7,4,0,7,7,7,9,9,4,9,5,0,0,7,7,4,7,9,4,4,5,9,4,0,4,0,0,2,7,4,2,0,4,9,4,0,9,7,4,9,7,5,7,9,5,7,7,9,4,7,9,7,9,1,4,7,9,7,7,0,0,9,9,9,7,9,7,0,0,0,7,7,7,5,9,4,0,0,4,0,9,0,0,9,4,7,7,5,9,7,7,0,7,7,7,0,7,9,7,0,4,7,9,4,7,0,4,0,9,0,0,2,9,7,4,9,7,9,0,4,4,7,0,7,7,4,9,0,2,7,7,4,7,7,0,7,7,4,0,0,0,0,0,9,4,7,7,9,9,0,0,7,0,9,0,0,4,9,4,7,7,4,0,5,0,7,4,7,7,6,7,9,0,7,1,4,7,7,6,7,9,7,9,0,9,5,7,9,2,0,7,4,4,0,4,7,0,9,7,0,7,0,9,9,0,0,4,0,9,0,0,0,0,7,4,1,9,9,4,7,7,3,9,5,9,4,9,0,9,0,0,0,6,9,0,7,7,9,7,5,4,0,4,7,0,4,9,0,9,9,8,7,7,4,7,4,7,7,7,7,4,0,9,7,9,0,3,7,7,7,7,9,7,9,0
4,7,7,0,9,4,4,7,9,7,7,0,4,9,2,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,7,7,7,9,9,4,4,4,4,4,0,4,4,7,4,4,7,7,9,7,7,9,4,4,7,7,7,4,7,0,7,4,4,7,4,7,7,4,7,7,4,7,7,7,4,9,4,9,4,4,4,9,0,9,7,0,4,0,4,4,4,0,4,4,4,4,9,4,4,0,7,7,4,4,4,4,7,7,9,0,9,4,4,0,7,7,4,4,4,0,4,4,4,7,4,4,9,4,7,4,7,9,9,4,4,4,4,7,7,4,9,9,9,0,7,4,7,7,4,4,4,4,7,4,4,4,4,4,4,4,7,5,9,4,7,4,9,7,7,4,9,7,7,0,4,4,9,0,4,7,4,7,4,7,0,4,4,4,4,4,0,4,7,4,4,4,4,0,7,7,4,7,0,7,4,9,9,7,7,4,4,9,9,0,4,4,7,7,4,4,4,9,0,7,4,4,9,4,4,4,4,4,9,4,5,9,7,9,4,4,4,0,7,4,7,0,9,4,7,9,4,7,4,7,7,7,7,7,7,9,4,4,7,7,9,4,9,0,7,4,4,9,4,4,0,4,4,4,4,4,0,4,4,7,9,0,4,4,4,9,4,4,7,4,4,4,4,7,4,7,4,4,7,9,9,9,7,9,7,4,7,5,4,4,4,4,0,4,4,7,4,4,9,4,7,4,4,4,4,4,7,4,4,4,7,7,0,4,4,4,4,9,4,4,7,9,4,4,9,7,7,7,7,4,4,4,7,4,4,7,4,0,7,4,9,9,9,0,4,0,7,7,9,4,9,4,9,0,0,0,4,4,7,4,0,7,7,7,9,4,4,0,4,9,4,0,9,4,0,4,7,9,4,4,7,4,9,9,0,5,4,0,0,7,0,9,4,9,9,4,9,7,9,0,4,4,4,0,7,7,0,9,7,4,3,4,7,4,7,0,0,0,7,4,4,0,4,7,4,0,7,4,7,4,9,0,9,0,0,9,7,0,4,5,9,7,4,9,0,4,9,4,0,9,9,4,4,9,4,4,9,4,4,0,9,0,9,5,0,9,9,4,4,4,7,4,4,4,4
5,4,4,9,3,4,6,5,6,4,8,9,9,9,2,7,7,7,7,7,7,7,7,6,7,9,9,4,0,6,7,7,9,7,9,9,7,7,9,7,7,9,7,7,4,9,5,9,7,9,9,7,9,6,7,7,7,9,7,9,0,7,7,7,7,7,9,7,7,7,8,0,4,9,9,7,9,7,9,5,7,7,9,0,9,4,0,7,9,4,9,7,0,9,4,7,7,9,4,7,0,7,7,7,7,4,7,4,7,4,0,0,9,7,0,7,0,9,7,9,7,7,7,9,7,0,7,9,4,7,9,8,9,7,7,7,7,7,9,4,4,9,9,9,0,7,7,7,7,9,7,7,7,9,7,7,7,4,9,9,9,9,7,9,7,7,7,9,7,7,9,0,9,7,9,0,7,9,0,7,7,7,7,0,4,9,7,7,7,7,9,4,7,9,9,7,9,7,9,9,7,7,4,4,7,9,4,9,0,7,7,9,0,9,7,9,4,7,4,5,7,9,9,4,4,7,4,0,7,7,7,9,9,9,9,5,0,7,7,7,4,7,0,4,4,7,9,4,0,5,0,0,7,7,4,7,7,7,9,4,9,9,7,4,9,7,5,7,9,7,7,7,9,4,7,9,7,9,4,4,4,9,4,7,7,0,9,9,9,7,9,7,4,7,0,7,7,7,7,9,4,0,0,4,0,9,0,7,9,4,7,7,4,9,7,7,0,7,7,7,7,7,9,7,4,7,7,9,4,7,0,4,0,9,0,0,2,9,7,4,9,7,7,4,4,4,7,0,7,7,4,9,0,7,7,7,4,7,7,4,5,7,4,0,0,0,0,0,3,4,7,4,9,9,0,0,4,0,9,0,0,4,9,5,7,7,4,7,7,0,7,4,7,7,9,7,0,0,7,4,4,7,7,4,7,9,7,9,0,9,4,7,9,0,0,0,4,4,0,4,7,9,9,7,9,7,0,6,9,0,7,4,9,9,4,3,0,0,7,7,1,0,9,7,7,7,3,4,7,9,0,9,0,9,0,9,7,9,9,7,7,0,9,7,5,4,7,4,7,2,6,9,0,9,9,8,7,7,4,7,4,7,7,7,7,4,0,9,7,9,9,3,7,7,7,7,9,7,9,0
4,7,7,0,9,4,4,7,9,7,7,9,4,9,2,4,4,4,4,4,4,4,7,4,4,4,6,4,4,4,7,7,7,7,9,9,4,4,4,4,4,9,4,4,7,4,4,7,7,9,7,7,9,4,4,7,7,7,4,7,0,7,4,4,7,4,7,7,4,7,7,4,7,7,7,4,9,4,9,4,4,4,9,0,9,7,0,4,0,7,4,4,0,4,4,4,4,9,0,4,0,7,7,4,4,4,4,7,7,9,0,9,4,4,0,7,7,4,4,4,0,4,4,4,7,4,4,9,4,7,4,7,9,9,4,4,4,4,7,7,4,9,9,9,0,7,4,4,7,4,4,4,4,7,4,4,4,4,4,4,4,7,7,9,4,7,4,9,7,7,4,9,7,7,9,4,4,9,0,4,7,4,7,4,7,0,4,4,4,7,4,4,4,7,4,4,4,4,0,7,7,4,4,0,7,4,4,9,7,7,4,4,9,9,0,4,4,7,4,4,4,4,9,0,7,4,4,9,4,4,4,4,4,9,4,5,9,7,9,4,4,4,0,7,4,7,9,9,4,7,9,4,7,4,7,7,7,4,7,7,9,4,4,7,7,9,4,9,0,7,4,4,9,4,4,0,4,4,4,4,4,0,4,4,7,9,9,4,4,4,9,4,4,7,4,7,4,4,7,4,7,4,4,7,9,9,9,0,9,4,4,7,4,4,4,4,4,0,4,4,7,4,4,9,4,4,4,4,4,4,4,7,4,4,4,7,7,9,4,4,4,4,9,4,4,7,9,4,4,9,7,7,7,7,4,4,4,7,4,0,7,4,0,7,4,9,9,9,0,4,0,5,7,9,4,9,4,0,0,0,9,4,4,5,4,0,7,7,7,9,4,4,7,4,9,4,0,9,4,0,7,7,9,4,4,7,4,9,9,0,5,4,0,0,7,0,9,4,9,4,4,9,7,9,0,4,4,4,0,7,7,0,9,7,4,3,4,7,4,7,0,9,0,7,4,4,0,9,7,4,0,7,4,7,4,9,0,9,9,7,9,7,0,4,5,4,7,4,9,0,4,9,4,0,9,9,4,4,9,4,4,9,4,4,7,9,0,9,5,0,9,3,4,4,4,7,4,4,4,4
5,7,4,9,0,4,6,5,6,4,9,9,9,9,2,7,7,7,7,7,7,7,7,9,4,9,9,7,0,6,7,7,9,7,9,9,7,7,9,7,7,9,7,7,4,9,5,9,7,9,9,7,9,6,7,7,4,9,7,9,0,7,7,7,7,7,9,7,7,7,9,0,4,9,9,7,9,7,9,7,7,7,9,0,9,4,0,5,9,7,9,7,0,9,4,7,7,9,0,7,0,7,7,7,7,4,7,4,7,4,0,0,9,7,0,7,0,9,7,9,7,7,7,9,7,0,7,9,4,7,9,9,9,7,7,7,7,7,9,4,4,9,9,9,0,7,7,7,7,9,7,7,7,9,7,7,7,4,9,9,9,8,4,9,7,7,7,9,7,7,9,0,9,7,9,0,7,9,0,7,7,7,7,0,4,9,7,7,7,7,6,4,7,9,9,7,9,4,9,9,7,7,4,4,7,9,4,9,0,7,5,9,0,9,7,9,4,7,4,7,7,9,9,4,4,7,4,0,7,7,7,9,9,9,9,5,0,7,7,7,4,7,0,4,4,7,9,4,0,4,0,0,7,7,5,7,7,7,9,4,9,9,7,4,9,7,4,7,9,7,7,7,9,4,7,9,7,9,4,4,4,9,4,7,7,0,9,9,9,7,0,7,4,7,0,7,7,7,7,9,4,0,0,4,0,9,0,0,9,4,7,7,5,9,7,7,0,7,7,7,7,7,9,7,4,4,7,9,4,7,0,4,0,9,1,2,2,9,7,4,9,7,7,4,4,4,7,0,4,7,4,9,2,7,7,7,4,7,7,4,7,7,1,0,0,0,0,0,9,4,7,5,9,9,0,0,4,0,9,0,3,4,9,4,7,7,4,7,7,0,7,4,7,7,9,7,0,0,7,4,4,7,7,9,7,9,7,9,0,9,7,7,9,0,0,0,4,4,0,4,7,9,9,7,9,7,0,9,9,0,7,4,9,9,4,0,0,0,7,7,1,9,9,7,7,7,0,9,7,6,4,8,0,9,0,9,0,9,9,7,7,2,9,7,7,4,7,0,7,0,9,9,0,9,9,8,7,5,4,7,4,7,7,7,7,4,4,9,4,9,9,3,7,7,7,7,9,7,9,0
7,7,4,3,3,4,9,5,6,4,9,9,9,9,7,7,7,7,7,7,7,7,4,9,7,9,9,4,4,9,7,7,7,7,9,9,7,7,9,7,7,0,7,7,4,9,7,9,7,9,9,7,9,9,7,7,4,9,7,9,3,7,7,7,7,7,7,7,7,7,9,0,4,9,9,7,9,7,9,7,7,7,9,9,0,4,3,7,9,7,9,7,0,9,4,7,7,9,0,7,0,9,7,7,7,4,7,4,7,4,0,0,9,7,9,7,0,9,7,9,7,7,7,4,7,0,7,9,7,7,9,9,9,7,7,7,7,7,9,4,4,9,9,9,9,4,7,7,7,9,7,7,7,9,7,7,7,4,9,9,9,9,4,9,7,7,7,9,7,7,9,0,9,7,9,0,7,9,0,7,7,7,7,0,4,9,7,7,7,4,9,0,7,9,9,7,9,7,9,9,7,7,4,4,7,9,4,9,0,7,7,9,0,9,7,9,4,7,7,7,7,9,9,4,4,7,4,0,7,7,7,9,9,9,9,4,9,7,7,7,0,7,0,4,0,7,9,4,0,4,0,0,7,7,4,7,7,7,9,4,9,9,7,4,9,7,5,7,9,7,7,7,0,0,7,9,4,9,4,0,4,9,4,7,7,0,0,9,9,7,0,7,4,7,4,7,7,7,7,9,7,0,0,4,0,0,0,7,0,7,7,7,4,9,7,7,0,7,7,7,7,7,9,9,4,7,7,9,4,7,0,4,0,9,1,0,0,0,4,0,9,7,7,4,9,5,7,0,7,7,4,9,0,7,7,7,0,7,7,1,7,7,4,0,0,0,0,0,9,4,7,4,9,7,0,0,4,9,9,9,9,0,9,7,7,7,4,7,7,0,7,7,7,7,9,7,0,9,7,4,7,7,7,4,7,9,7,0,0,9,7,7,9,0,0,0,4,0,0,9,7,9,9,7,9,7,0,9,9,0,7,0,9,9,4,9,0,0,7,7,4,9,9,7,7,7,9,9,7,9,4,9,0,9,0,9,7,9,0,2,7,0,9,7,5,9,7,0,7,2,9,9,0,9,9,7,7,7,4,7,0,7,7,7,7,4,1,0,4,9,9,9,7,7,7,7,9,7,9,0
5,4,4,9,3,4,6,5,4,4,9,9,9,9,2,7,7,7,5,7,7,7,7,9,5,9,9,4,0,6,7,8,9,4,0,3,7,7,9,7,7,0,7,7,4,9,5,9,2,0,9,2,7,6,7,4,4,9,7,9,0,5,7,7,0,7,9,2,7,4,9,0,4,9,9,7,4,7,0,7,7,7,9,9,9,4,0,7,9,4,9,7,7,9,0,7,7,6,4,7,3,9,0,7,7,0,7,4,0,4,0,0,9,7,9,0,0,9,7,9,7,7,7,9,2,0,7,9,5,7,9,9,0,7,7,7,7,7,9,4,7,3,0,0,3,4,7,4,4,9,7,7,7,9,7,7,7,0,9,9,9,9,4,9,7,4,7,0,0,0,9,0,9,4,0,0,7,9,0,7,7,7,9,0,4,9,7,7,7,4,9,0,7,9,9,7,9,4,9,9,0,7,7,4,4,9,9,4,0,7,7,9,0,0,7,9,1,0,7,7,7,9,4,4,4,7,4,0,7,7,7,9,9,4,9,4,0,0,7,7,0,7,3,4,0,4,0,6,0,4,0,0,0,7,4,0,0,4,9,4,0,9,7,4,9,7,4,7,9,4,7,7,0,0,7,9,7,9,1,1,7,9,7,7,7,0,0,9,9,7,9,7,0,2,0,4,7,7,4,9,4,0,0,4,0,0,0,7,0,7,7,7,5,9,7,7,0,7,7,7,0,7,9,7,4,7,7,9,4,7,0,4,0,9,0,0,2,0,7,0,9,7,9,0,9,4,7,0,7,9,4,9,0,0,7,7,0,7,7,4,7,7,1,0,0,0,0,0,9,4,2,4,9,7,0,0,7,0,9,0,0,0,9,5,7,7,4,2,4,0,7,4,0,7,9,7,0,0,7,4,7,7,7,6,7,9,7,0,0,9,7,7,9,7,0,0,4,4,0,9,7,0,9,7,9,7,0,9,9,0,0,4,0,9,0,9,0,0,7,4,4,3,9,7,7,7,9,9,4,9,4,9,0,9,0,0,7,9,0,7,7,0,9,7,4,9,0,4,7,0,4,0,0,9,9,7,7,7,4,7,0,7,7,7,7,4,0,0,7,9,0,9,7,7,7,7,9,7,9,0
